x,y,z
0.000363879,-0.265213,-0.0271717
0.0730944,-0.299594,-0.0326452
0.107376,-0.228843,-0.0282136
0.117809,-0.211083,-0.00788018
0.141414,-0.163191,0.0215187
0.140962,-0.152442,-0.0200739
0.198604,-0.116394,0.00644025
0.16379,-0.0397265,0.0512571
0.180331,-0.0399201,0.133296
0.205471,-0.0330958,0.0582352
0.139755,-0.0456605,0.0434315
0.130572,-0.101625,0.0299716
0.187496,-0.0775513,0.1008
0.226413,-0.0265254,0.0164843
0.227549,-0.0656951,-0.0320294
0.246005,-0.0343863,0.00166023
0.217671,0.0295696,-0.00699666
0.200113,0.030409,-0.0177404
0.260205,0.0392738,-0.0302869
0.261638,0.125087,-0.0531699
0.261423,0.0998232,-0.0634929
0.214632,0.0892424,-0.0718393
0.171155,0.0600091,-0.11912
0.162875,0.0469956,-0.100649
0.151963,0.0548383,-0.114239
0.158163,0.0484643,-0.128725
0.0720875,-0.00818058,-0.144566
0.116033,-0.0445629,-0.149162
0.0975659,-0.0417357,-0.203806
0.109865,0.0111854,-0.134613
0.204978,-0.0163477,-0.138385
0.191423,0.00741089,-0.130373
0.172998,0.0485077,-0.176604
0.133352,0.0439359,-0.140658
0.131806,0.0213557,-0.131122
0.133525,-0.00836017,-0.119042
0.146826,-0.0467869,-0.0484175
0.117775,-0.0771506,-0.0747466
0.1179,-0.0339304,-0.0688763
0.0857957,-0.110014,0.0107081
0.145994,-0.128377,0.0124028
0.20461,-0.104989,0.0577998
0.208079,-0.084444,0.0574035
0.216833,-0.0540834,-0.00234585
0.207346,-0.0712062,0.0489151
0.239836,-0.0420371,0.1256
0.266727,-0.0272259,0.135751
0.256542,-0.00582485,0.0734479
0.239287,0.0437765,0.121153
0.220782,-0.00807198,0.121776
0.134264,-0.0444344,0.105234
0.11754,-0.0583299,0.0774573
0.0869154,-0.087833,0.114369
0.122299,-0.117189,0.0892764
0.0872367,-0.133535,0.150679
0.0612326,-0.0926486,0.137165
0.0458892,-0.0492959,0.103992
0.0346763,0.0119806,0.0747472
-0.019139,0.00289968,0.0828047
0.0537349,0.0265359,0.00200114
0.0822015,0.050484,0.0140252
0.0551667,0.0933606,-0.0198229
0.0498492,0.0307622,-9.01151e-05
0.0435337,0.0111228,0.0367483
0.00527755,0.0209274,0.0324998
-0.0674088,-0.0519769,0.0232843
-0.0146615,-0.00940182,-0.0238186
-0.0368626,-0.0142621,-0.00361161
-0.0167214,-0.0542455,-0.0119894
0.0209622,-0.0768751,-0.0322942
0.0254493,-0.0388223,-0.0504901
0.018158,-0.0559082,-0.0350782
0.0159509,-0.0995009,-0.0463399
0.0424527,-0.130487,-0.0162612
0.0495076,-0.101837,-0.0611196
0.0398455,-0.115744,-0.0971844
0.0542123,-0.146282,-0.120142
0.0740208,-0.198569,-0.0710719
0.113391,-0.244496,-0.0746898
0.0758093,-0.253997,-0.021051
0.00383918,-0.245377,-0.0128152
-0.0312803,-0.326754,0.0391569
-0.0338328,-0.282164,0.0858446
