x,y,z
0.293629,0.26473,-0.642969
0.920573,-0.199076,0.662026
0.0605063,0.18888,0.12145
0.163802,0.297159,0.992175
0.761096,-0.990142,-0.332151
0.705316,0.192772,0.950741
0.978635,0.262363,0.227721
-0.3009,0.459234,0.147182
-0.257173,-0.701108,-0.505234
0.660708,-0.4043,0.542263
0.55399,0.0172303,0.264971
0.63901,0.0633054,-0.922265
-0.7946,-0.507487,0.815863
-0.299379,-0.427615,-0.166347
-0.946657,0.622919,0.755654
-0.0896668,-0.325579,-0.184545
-0.735683,0.0375925,0.907067
-0.965771,-0.555635,0.200415
-0.626995,-0.972706,-0.457674
0.0103706,-0.167007,0.337326
-0.631267,0.519814,-0.655528
0.183081,0.853773,-0.789637
-0.794562,0.896743,0.370769
0.922262,0.123317,-0.878203
0.244697,0.72505,0.095967
-0.918947,-0.575247,-0.279085
0.238829,-0.138292,0.0273758
-0.660439,0.342585,0.0583266
-0.623156,-0.888029,0.146268
-0.221669,0.516109,0.055475
-0.630251,-0.0700524,0.0359783
0.524164,-0.911702,0.769237
0.489574,0.0214502,-0.821422
0.120148,0.87139,-0.594203
-0.457799,-0.0249753,-0.222054
-0.309811,0.599246,0.00485811
-0.366451,-0.269783,0.948908
-0.489647,0.45357,-0.735856
0.187522,-0.172666,0.621327
0.726398,-0.336269,-0.337272
0.74091,-0.15684,0.207795
0.862358,-0.0459359,0.410083
-0.0627756,-0.486776,-0.569482
-0.278444,-0.318083,-0.76947
0.554062,0.860149,0.533346
0.624546,-0.0929342,-0.901407
-0.935311,-0.519475,0.206368
0.791246,0.0398098,0.417439
0.203224,0.855083,0.794283
0.915827,0.0555891,0.192445
-0.796699,-0.584102,0.470787
0.739468,0.527529,0.900432
-0.58274,-0.309763,-0.441003
0.459265,0.236233,-0.00266322
-0.878971,0.805469,-0.759384
0.428904,-0.378483,0.480436
-0.0513085,0.881194,-0.885744
0.69179,0.825359,0.190699
-0.391883,0.352084,0.973916
0.731719,-0.761124,-0.850143
-0.423848,0.998845,0.241637
0.0145051,0.457366,0.534659
0.440909,-0.357892,-0.915521
-0.72513,0.305099,-0.591059
0.217672,-0.806529,-0.00414786
0.585236,-0.85058,-0.437777
-0.191837,-0.723658,-0.627451
0.0155453,0.077316,0.153378
-0.360464,-0.0944756,-0.0592837
0.109434,-0.826822,-0.180428
0.512795,-0.537385,-0.934248
-0.366547,-0.304822,0.837621
0.397464,0.845827,0.606918
0.216599,0.420635,0.287373
-0.510805,-0.764893,-0.478793
-0.540713,-0.189936,0.999733
0.617836,0.887072,0.387544
0.77055,0.987676,-0.91529
0.340013,-0.701106,-0.0570643
0.403144,-0.974233,-0.282785
0.893705,0.055258,0.421089
-0.644554,-0.369742,-0.0444284
-0.204523,-0.778791,-0.343588
-0.757592,0.0275121,-0.196034
0.72948,-0.382518,-0.70053
0.903308,0.608477,0.0844844
0.793882,-0.495374,-0.0311095
0.280272,0.234192,-0.0394745
0.00651026,0.29229,-0.678474
0.792365,0.626489,0.470999
-0.586833,0.706516,0.715908
0.843613,-0.541258,0.706521
0.136249,-0.168335,-0.663587
-0.91685,0.594533,0.310845
0.0329376,-0.698653,0.0181766
0.627674,-0.283421,0.93778
0.237619,0.830582,-0.686587
0.640555,0.10368,-0.58273
-0.869063,0.900575,-0.400317
0.709129,-0.0749311,0.616728
-0.163533,0.304883,-0.455923
-0.309614,0.935886,0.813754
0.542554,0.0720457,0.206214
0.557272,-0.192446,-0.295359
-0.17586,0.937474,-0.801248
-0.916446,0.903298,-0.171898
-0.761887,-0.477766,-0.402492
-0.954102,-1.01648,0.521437
-0.206347,-0.594134,-0.867458
0.0337806,0.0238136,-0.861135
-0.662348,0.978819,-0.572998
0.628273,-0.755645,0.338309
0.0620286,0.391046,-0.311272
0.130521,0.164811,-0.968184
-0.929146,-0.506406,0.154166
0.292068,-0.0211297,0.623993
0.47428,-0.484713,-0.386346
0.382232,0.890084,0.720255
0.985414,0.043871,0.235416
-0.238162,-0.223481,0.178409
0.259168,0.538515,0.0131694
-0.555303,0.739145,0.0323359
0.609645,-0.347923,-0.39201
0.743509,-0.669248,0.858324
0.102476,-0.463652,0.956564
-0.0384632,-0.535227,-0.320368
0.55978,0.671958,-0.177954
-0.817951,-0.584207,0.790439
0.115067,1.01076,0.745512
0.442089,-0.845016,-0.368597
0.965966,-0.126381,0.0404802
0.103145,0.434717,-0.869062
0.803364,-0.148433,-0.856676
-0.987656,-0.838464,-0.517992
-0.127708,0.048591,0.713947
0.702175,0.573878,0.910644
-0.95859,-0.115343,0.537634
0.780323,0.748192,0.56551
-0.391336,-0.210183,0.357195
0.0883602,0.406891,-0.622077
0.129192,0.507312,0.567757
0.0121375,-0.146884,0.73272
-0.744957,-0.683375,-0.0954361
-0.572649,-0.501392,-0.377117
-0.353317,-0.0515452,0.751406
0.900099,-0.891969,0.0988098
0.15236,0.152017,-0.469518
-0.091591,-0.674838,0.836048
0.223426,0.148483,0.588046
-0.204391,0.403401,0.293092
-0.262722,0.690301,-0.905261
-0.516526,0.490341,-0.0168036
0.639528,-0.111483,-0.825631
1.01142,-0.366053,-0.128117
0.425273,0.73115,-0.63648
-0.00320295,-0.817251,-0.474407
0.677053,-0.541221,-0.119908
-0.89283,0.244684,0.628977
-0.673402,-0.709892,0.381202
0.663609,0.641318,-0.584864
-0.355662,0.309685,-0.217937
0.532016,-0.292354,0.400202
0.765809,-0.599476,0.326623
-0.655216,0.077681,-0.459353
-0.718475,-0.84311,-0.0688784
-0.397459,-0.923398,0.526171
0.776563,0.592324,-0.793375
0.682396,-0.467715,0.132056
